"name","site"
"GhylinT","NTL"
"GibbensR","JRN"
"GibsonD","KNZ"
"GibsonP","FCE  "
"GiermakowskiJ","SEV  "
"GiesenT","AND"
"GiffordJ","CAP"
"GigliaS","AND"
"GilesL","FCE"
"GilletteD","JRN"
"GilliganL","AND"
"GillonS","NTL"
"GilmanC","SEV"
"GintherS","SBC"
"GiordanoJ","VCR"
"GipsonP","KNZ"
"GiriB","GCE  "
"GisewhiteR","GCE"
"GivensC","GCE"
"GladwinH","FCE"
"GlaserS","CCE"
"GlassD","BNZ"
"GleiberM","PAL"
"GlessnerM","HFR"
"GoberP","CAP"
"GodeP","INT"
"GodzikB","INT"
"GohrM","CAP"
"GoldbergS","SBC"
"GoldenheimW","MCR"
"GoldsmithS","MCM"
"GoldsmithS","CAP"
"GoldsteinM","CCE"
"GolubM","NTL"
"GomezJ","KNZ"
"GomezJ","LNO"
"GomezD","FCE"
"GomezC","LNO"
"Gomez AlvarezV","KBS"
"GonsiskaP","FCE"
"GonzalesD","CAP  "
"GonzalezJ","LUQ"
"GonzalezN","FCE"
"GonzalezF","FCE"
"GoodmanD","SBC"
"GoodmanJ","SBC"
"GoodrichC","AND"
"GoolsbyD","JRN"
"GooseffM","AND"
"GordonJ","PAL"
"GordonJ","CCE"
"GordonJ","BES"
"GordonB","KBS"
"GorelickR","CAP"
"GormanK","PAL"
"GosakB","CWT"
"GossC","FCE"
"GosserD","CAP"
"GoszJ","NWK"
"GottliebA","FCE"
"GottshallB","KBS"
"GowanJ","MCR"
"GrabnerS","MCR"
"GraceP","KBS  "
"GrafW","CAP"
"GrahamM","HFR"
"GrahamC","AND"
"GrahlT","FCE"
"GrantG","AND"
"GrantJ","CAP"
"GrantM","SGS"
"GrantN","CAP"
"GrantT","BNZ"
"GrattonC","KBS"
"GravesR","NTL"
"GrayA","AND"
"GrayS","KBS"
"GrazianiD","VCR"
"GreathouseE","LUQ"
"GreenJ","KBS"
"GreenD","MCR"
"GreenG","KBS"
"GreenD","FCE"
"GreenA","ARC  "
"GreeneS","AND"
"GreenlandD","AND"
"GreenspanS","GCE"
"GreerM","KNZ"
"GregoryC","AND"
"GreinerJ","VCR"
"Griego-MadridP","LNO"
"GriesC","NTL"
"GriffinJ","GCE"
"Griffis-KyleK","CDR"
"GriffithsR","AND"
"GrimsrudK","SEV"
"GrineskiS","CAP"
"GrmanE","KBS"
"GrodzinskaK","INT"
"GromJ","MCM"
"GromanR","NWK"
"GroppR","NWK"
"GrossK","KBS  "
"GrossmanG","CWT"
"Grossman ClarkeS","NWK"
"Grossman-ClarkeS","CAP"
"GrudzinskiB","KNZ"
"GuW","HBR"
"GuaicoO","FCE"
"GualaG","NWK"
"GuanB","INT"
"GuarinoJ","HBR"
"GuddingJ","MCM"
"GuentherC","SBC"
"GuerraA","MCR"
"GuerriniA","AND"
"GuevaraR","FCE"
"GuhaA","PIE"
"GuhathakurtaS","CAP"
"GuinesseyL","GCE"
"GuiruiY","INT"
"GulbransenD","VCR"
"GullettP","MCM"
"GunckelK","KBS"
"GuoH","GCE"
"GuoJ","KBS"
"GuptaG","LNO"
"GustafsonA","CAP"
"GustafsonS","CWT"
"GutelmanM","INT"
"GuthrieC","LUQ"
"Gutierrez-FonsecaP","LUQ"
"Gutierrez-JuradoH","SEV"
"GutschickV","JRN"
"GuyC","KNZ"
"HaapanenU","INT"
"HaarstadJ","CDR"
"HaasH","PIE"
"HaberS","PAL"
"HackI","FCE"
"HackettE","CAP"
"HackleyS","SEV"
"HackmanJ","CAP"
"HaddadD","HFR"
"HadleyJ","HFR"
"HafichK","NWT"
"HaganE","INT"
"HagenE","CWT"
"HagensM","GCE"
"HagerH","CDR"
"HagerH","INT"
"Haile-MariamS","KBS"
"HainesB","CWT"
"HakJ","LNO"
"HaladaL","INT"
"HalajM","AND"
"HaleR","CAP"
"HalinZ","INT"
"HallC","SEV"
"HallS","SGS"
"HallR","HBR"
"HallC","LUQ  "
"HallS","LUQ"
"HallB","BES"
"HallandJ","NCO"
"HalmanJ","HBR"
"HalunZ","FCE"
"HamJ","KNZ"
"HamannH","NWT"
"HamaouiG","HFR"
"HamiltonS","KBS  "
"HamiltonA","SEV"
"HamiltonG","CAP"
"HammerR","NTL"
"HampsonL","HFR"
"HanX","MCR"
"HananE","SBC"
"HanleyT","BNZ"
"HanniD","SGS"
"HansenN","JRN"
"HansenG","NTL"
"HansmanR","CCE"
"HansonK","MCR"
"HansonP","NTL"
"HaoX","KBS"
"HaoX","LUQ"
"HaramotoE","KBS"
"Harbeson     S","VCR"
"HardenJ","BNZ"
"HardingB","MCM"
"HardingJ","BNZ"
"HardisonA","VCR"
"HardwickeK","SGS"
"HardyL","NWK"
"HargreavesP","INT"
"HarknessJ","SBC"
"HarlanS","CAP"
"HarnerJ","LNO"
"HarnerM","SEV"
"HarpL","SGS"
"HarperS","KNZ"
"HarperC","KNZ"
"HarpoleS","CDR  "
"HarrisL","PIE"
"HarrisR","NWT"
"HarrisP","KNZ"
"HarrisK","MCM"
"HarrisN","LUQ"
"HarrisC","KBS"
"HarrisM","NCO"
"HarrisA","VCR"
"Harris Palm-ForsterL","KBS"
"HarrisonE","FCE"
"HartJ","NTL"
"HartA","CWT"
"HartleyL","SGS"
"HartleyA","FCE"
"HartmanM","NWT"
"HartmanL","JRN"
"HartmannJ","GCE"
"HartshornG","NWK"
"HartzD","CAP"
"HarwoodR","KBS"
"HassabelkreemA","HFR"
"HatchR","FCE"
"HatcherK","AND"
"HathawayJ","CAP"
"HatleM","INT"
"HattD","FCE"
"HauckM","AND"
"HaugoR","AND"
"HauserS","SGS"
"HausslerJ","JRN"
"HautaluomaJ","SGS"
"HavstadK","JRN"
"HawesI","MCM  "
"HawthorneP","CDR"
"HaydenZ","KBS"
"HaydenN","KBS"
"HayesT","AND"
"HaywoodJ","VCR"
"HazeltonP","CWT"
"HeY","SEV"
"HeD","FCE"
"HeY","GCE"
"HeC","KBS"
"HeO","GCE"
"HealB","INT"
"HeberleinT","NTL"
"HedquistB","CAP"
"HeffernanJ","FCE"
"HegmonM","CAP"
"HeijmansM","BNZ  "
"HeinK","NTL"
"HeinC","LUQ"
"HEINTZW","INT"
"HeislerJ","SGS"
"HeislerJ","KNZ"
"HeislerG","BES"
"HeitzB","BNZ"
"HelfmanG","CWT"
"HellK","NWT"
"HelmK","GCE"
"HelmigD","NWT"
"HelmusM","NTL"
"HembreeP","GCE"
"HemricH","JRN"
"Henderikx FreitasF","SBC"
"HendrickR","CWT"
"HendrickR","BNZ"
"HendrickxJ","SEV"
"HendryxJ","SGS  "
"HenebryG","KNZ"
"HeneghanL","CWT"
"HenkelD","SEV"
"HenryC","FCE"
"HenryK","FCE"
"HenryJ","LUQ"
"HenschelJ","INT"
"HensonJ","HBR"
"HerbertD","FCE"
"HerbertE","GCE"
"HerleviA","INT"
"HermsD","KBS"
"HernandezL","SEV"
"HernandezD","CDR"
"HernandezP","LUQ"
"HerodJ","VCR"
"HerodekS","INT"
"HerrenC","NTL"
"HerreraA","LUQ"
"Herrera SilvieraJ","INT"
"HerriottI","BNZ"
"HershM","CWT"
"HeskelM","ARC"
"HessL","KBS"
"HetrickB","KNZ"
"HettingerA","SBC"
"HewinsD","JRN"
"HewittR","BNZ"
"HeylT","ARC"
"HibbsD","AND"
"HickmanC","LNO"
"HicksB","AND"
"HicksC","BNZ"
"HicksS","SEV"
"HiemstraC","SGS"
"HighlandS","AND"
"Hijuelos A","FCE"
"HillK","NWT"
"HillJ","CDR"
"HillA","NWT"
"HillardH","MCR"
"HilleRisLambersJ","CDR"
"HinmanS","BES"
"HinterthuerA","NTL"
"HinzmanL","BNZ"
"HoP","INT"
"HoC","GCE"
"HoangN","INT"
"HoangN","KBS"
"HobenJ","KBS"
"HochstrasserT","NWK"
"HockadayW","KBS"
"HodsonR","GCE  "
"HoffC","HFR"
"HoffmanM","NTL  "
"HoffmanM","MCM"
"HofmannG","MCR"
"HoganT","CAP"
"HokkanenM","VCR"
"HolbenW","KBS"
"HolbrookS","MCR"
"Holbrook SchmittM","MCR"
"HoldredgeC","GCE"
"HolfederK","SGS"
"HollandE","NWT"
"HollandK","NWT"
"HolmJ","VCR"
"HoltR","KNZ"
"HolzerK","VCR"
"HongS","SEV"
"HonkerA","CAP"
"HooperR","NWK"
"HooverD","KNZ"
"HopeD","CAP"
"HopkinsJ","KBS"
"HopkinsonB","CCE"
"HoranR","KBS"
"HornS","MCM"
"HornerM","SEV"
"HorschE","NTL"
"HorstG","KBS"
"HortonA","KNZ"
"HotchkissS","NTL"
"HouL","INT"
"HoultonB","HBR"
"HousemanG","KBS"
"HoustonS","CAP"
"HowardA","GCE"
"HowardJ","CWT"
"HoweK","CDR"
"HowellP","KBS"
"HowellL","NWK"
"HowesA","KBS"
"HoyE","BNZ"
"HrabikT","NTL"
"HsiaY","INT"
"HsiehC","CCE"
"HsiehY","NTL"
"HuJ","NWT"
"HuaY","FCE"
"HuangK","PAL"
"HuangW","FCE"
"HuangA","CAP"
"HuangX","KBS"
"HubbardM","AND"
"HuddlesonL","MCM"
"HuennekeL","JRN"
"HufkensK","HFR"
"HuizingaK","KBS"
"HulaP","INT"
"HullP","CCE"
"HumeA","VCR"
"HuntL","KBS"
"HuntR","NTL"
"HuntC","PIE"
"HuntH","MCM"
"HunterM","CWT"
"HunterM","AND  "
"HunterK","GCE"
"HuntlyN","NWK"
"HuoL","INT"
"HuptonG","CAP"
"HurleyD","GCE"
"HurtrezJ","INT"
"HutchinsJ","CAP"
"HutchinsonR","AND"
"HwangB","FCE"
"HydeA","HBR"
"HynesM","NWK"
"IbarraR","INT"
"IbesD","CAP"
"IbrahimS","INT"
"Iglesias-RodriguezD","MCR"
"IhmB","INT"
"IllmanB","BNZ"
"ImbertD","INT"
"InghamE","AND"
"IngramS","CAP"
"IngramP","JRN"
"Iniguez DavalosL","INT"
"InmanT","AND"
"InnesJ","INT"
"InouyeR","CDR  "
"IppolitoJ","SGS"
"IresonK","SBC"
"IronsJ","BNZ"
"IrwinE","NWK"
"IsherwoodE","FCE"
"IsmertK","KNZ"
"IsolaM","FCE"
"ItoM","LUQ"
"IvanichP","CAP"
"IvesA","NTL"
"IwakumaT","INT"
"JackC","LNO"
"Jack-ScottE","NWK"
"JacksonS","KBS"
"JacobiG","FCE"
"JacobsA","MCM"
"JacobsonL","MCR"
"JaikumarN","KBS"
"JaimesA","JRN"
"JamisA","NCO"
"JanetosA","BES"
"JaniA","MCR"
"JaraulaC","MCM"
"JarosC","MCM"
"JasrotiaP","KBS"
"JassT","VCR"
"JavierJ","BES"
"JayachandranK","FCE"
"JeJ","INT"
"JeffersonA","AND"
"JeffersonJ","NWK"
"JelinkovaE","INT"
"JeneretteD","CAP"
"JengM","INT"
"JenkinsJ","BES"
"JenkinsS","AND"
"JenksA","CWT"
"JenniferH","VCR"
"JensenJ","JRN"
"Jensen-HerrinH","HFR"
"JepsenR","BES"
"JerezM","INT"
"JewellS","NWK"
"JewellB","CAP"
"JiangP","HBR"
"JiangL","GCE"
"JimenezK","FCE"
"JimenezJ","INT"
"JinL","KBS"
"JinH","KBS"
"JinuntuyaM","KBS"
"JohannesenM","KNZ"
"JohnR","NTL"
"JohnH","VCR"
"JohnM","VCR"
"JohnsT","CAP"
"JohnsonM","MCM"
"JohnsonC","ARC"
"JohnsonD","ARC"
"JohnsonC","PAL"
"JohnsonJ","SEV"
"JohnsonL","KNZ"
"JohnsonL","CDR"
"JohnsonN","CDR"
"JohnsonD","PIE"
"JohnsonJ","VCR"
"JohnsonK","SBC"
"JohnsonL","KBS"
"JohnsonK","LUQ"
"JohnsonM","SBC"
"JohnsonM","MCR"
"JohnstonR","MCM"
"Johnston GreenwaldM","ARC"
"JolejoleC","KBS"
"JonasJ","KNZ"
"JonesS","NTL"
"JonesD","FCE"
"JonesN","CAP"
"JonesC","NWK"
"JonesC","AND"
"JonesR","FCE  "
"JonesI","FCE"
"JonesM","VCR"
"JonesS","SEV"
"JongepierJ","INT"
"JooW","KBS"
"JoslinJ","MCM"
"JouseauC","CDR"
"JowettD","INT"
"JoyeS","GCE  "
"JuddK","ARC  "
"JuddC","SGS"
"JulianD","CAP"
"JulianP","FCE"
"JunbinZ","FCE"
"JungY","GCE"
"JungA","CAP"
"JungmanA","FCE"
"JurinR","SGS"
"JuszliG","FCE"
"KageyamaS","AND"
"KahlA","PAL"
"KaiserM","KBS"
"KajakZ","INT"
"KalaposT","INT"
"KalivodaH","INT"
"KallenbachC","KBS"
"KaltenbackA","MCM"
"KalwaniR","LUQ"
"KamarainenA","NTL"
"KaneC","MCR"
"KaneD","KBS"
"KaneK","CAP"
"KangP","HBR"
"KangK","GCE"
"KanyangaJ","INT"
"KapanD","LUQ"
"KaplanI","NTL"
"KaplanN","SGS"
"KaplanS","CAP"
"KapoorM","SEV"
"KapsenbergL","SBC"
"KarakoyluE","CCE"
"KarastiH","PAL  "
"KarlD","PAL"
"KarnovskyN","PAL"
"KarnsD","NTL"
"KarpaA","INT"
"KasischkeE","BNZ"
"KatesR","HBR"
"KathilankalJ","VCR"
"KathrynR","VCR"
"KatoM","NTL"
"Katt-ReindersE","NTL"
"KattiM","CAP"
"KatzS","SBC"
"KatzD","LNO"
"KaufmanG","GCE"
"KaufmanG","KNZ"
"KaufmanH","INT"
"KayA","CDR"
"KayeJ","NWK"
"KayeM","CAP  "
"KaylerZ","AND"
"KazanskiC","CDR"
"KeableK","AND"
"KearA","SGS"
"KearneyW","PIE"
"KeckD","SBC"
"KeelerB","CDR"
"KeeleyE","MCM"
"KeenanR","INT"
"Keirstead H","AND"
"KeiserA","CWT"
"KelbleC","FCE"
"KelleherM","NWK"
"KellerK","ARC  "
"KellerA","SBC"
"KellerK","KBS"
"KellnerJ","SBC"
"KellsJ","KBS"
"KellyE","SGS"
"KellyH","VCR"
"KellyS","LUQ"
"KempP","JRN"
"KendallB","SBC"
"KendrickM","ARC"
"KenigF","MCM"
"KennedyC","GCE"
"KennedyC","PIE"
"KentA","NTL"
"KentaT","INT"
"KenworthyS","BES"
"KeoughC","SGS"
"KepnerR","MCM"
"KerleyG","INT"
"KerteszM","INT"
"KeskeC","NWT"
"KhanN","LUQ"
"KhanA","MCM"
"KhanA","FCE"
"KibbleL","BNZ"
"KiesA","HBR"
"KiesslingB","NWK"
"KikulaI","INT"
"KilleenT","NWK"
"KillgoreA","JRN  "
"KimE","INT"
"KimB","INT"
"KimJ","NWK"
"KimW","CAP"
"KimT","KBS"
"KimH","CCE"
"Kimmel-GuyA","CAP"
"KincaidD","KBS"
"KingB","SBC"
"KingJ","CDR"
"KingA","CCE"
"KingJ","KBS"
"KingH","INT"
"KinkelL","CDR  "
"KinlanB","SBC"
"KinnardM","CAP"
"Kinney TerrellV","CWT"
"Kinsman-CostelloL","KBS"
"KinzigA","CAP"
"KipphutG","ARC"
"KirkR","CWT"
"KirkW","KBS"
"KirschJ","CWT"
"KitchenD","KNZ"
"KittelT","NWT"
"KittrellS","KNZ"
"KlammerS","KBS"
"KlapsteinS","BNZ"
"KlassJ","JRN"
"KlausmeierC","KBS"
"KlawinskiP","LUQ"
"KleberM","AND"
"KleinJ","SGS"
"KleinD","SGS"
"KleinerJ","MCR"
"KlemedtssonL","INT"
"KleynhansE","CDR"
"KlimentT","INT"
"KlineM","FCE"
"KlintenbergP","INT"
"KlobucarS","ARC"
"KlockerC","BES  "
"KlocksienS","CDR"
"KloeppelB","CWT"
"KlostermanS","HFR"
"KluberL","AND"
"KlugP","KNZ"
"KlugM","KBS  "
"KnappA","KNZ"
"KnappA","SGS"
"KnappC","BNZ"
"KnezekB","KBS"
"KnightS","NTL"
"KnoffA","VCR"
"KnoxM","MCM"
"KobeR","KBS"
"KochelC","VCR"
"KoellikerJ","KNZ"
"KoenigM","BES"
"KoernerB","CAP"
"KohlerT","MCM"
"KoontzT","SEV"
"Koop-JakobsenK","PIE"
"KoopmansD","VCR"
"KordellT","NCO"
"KortzM","CCE"
"KosciuchK","KNZ"
"KoskelaR","BNZ"
"KoslowT","CCE"
"KosmalaM","CDR"
"KostadinovT","AND"
"KostrzewskiJ","ARC"
"KotkowskiR","FCE"
"Kovacs-LangE","INT"
"KoveK","CWT"
"KozakI","INT"
"KozlowskiW","PAL"
"KrabbenhoftD","NTL"
"KraeuchiN","INT"
"KraftJ","SGS"
"KraimerR","JRN"
"KramerR","BNZ"
"KramerT","CWT"
"KranjcA","INT"
"KrankinaO","AND"
"KrapekJ","BNZ"
"KraseskiK","CWT"
"KrasnyM","NWK"
"KratzT","NTL"
"KratzerE","CWT"
"KrauseJ","SBC"
"KraussK","FCE"
"KrauzeK","INT"
"KremerC","KBS"
"KretschmarL","CCE"
"KrishnamurthyS","LNO"
"KrishtalkaL","KNZ"
"KroegerM","HFR"
"Kroel-DulayG","INT"
"KroppH","CAP"
"KruegerD","CDR"
"KruseJ","BNZ"
"KubyM","CAP"
"KucharikC","NTL"
"KuehlB","INT"
"KuehnerJ","JRN"
"KuglerT","AND"
"KuhmanT","CWT"
"KuhnleinE","FCE"
"KulaA","KNZ"
"KulaR","KNZ"
"KulkarniM","HBR"
"KumarappanS","KBS"
"KunkleJ","KBS"
"KunworS","FCE"
"KunzD","VCR"
"KunzaA","GCE"
"Kuok-ChoyL","JRN"
"KurajiK","INT"
"KurzmanA","KBS  "
"KutintaraU","INT"
"KutvirtS","SEV"
"KuzejaP","HFR"
"KwitM","CWT"
"KwonM","MCM"
"KwonO","INT"
"KyleK","CAP"
"La HeeJ","FCE"
"LaasM","FCE"
"LabbateR","LNO"
"LabbeM","AND"
"LachD","AND"
"LaddT","SBC"
"LaDeauS","CWT"
"LadoniM","KBS"
"LaffeaL","NWT"
"LafranceK","CAP"
"LagosD","KBS"
"LaiP","INT"
"LaliberteA","JRN"
"LandgrenK","SBC"
"LandisE","HFR"
"LandisC","MCM"
"LandrumL","CAP"
"LaneM","NWK"
"LaneS","CAP"
"LaneyC","JRN"
"LangN","AND"
"LangdonS","NWK"
"LangfordZ","MCM"
"LangleyS","KBS"
"LangmanO","GCE"
"LangtimmC","HFR"
"LangvallO","INT"
"LaNierJ","AND"
"LansingJ","SEV"
"LantT","CAP"
"LapeJ","MCR"
"LarkinD","KBS"
"LaroucheJ","ARC"
"LarsenL","FCE"
"LarsonN","CDR"
"LarsonJ","NWT"
"LarsonE","CAP"
"LaseterS","CWT"
"LashW","LUQ"
"LaShotoG","HBR"
"LathropR","NTL"
"LattinJ","AND"
"LatzkaA","NTL"
"LauenrothW","SGS"
"LaunganiR","CDR"
"LausterG","NTL"
"LavertyP","SBC"
"LavinerA","CWT"
"LawN","BES"
"LawrenceC","NWT"
"LawsonZ","NTL"
"LawsonJ","MCM"
"LawsonS","VCR  "
"LawtonW","NWT"
"Laybourn-ParryJ","MCM"
"LaynsA","MCR"
"LeT","LNO"
"Le DucS","AND"
"LeaD","MCR"
"LeaseA","KNZ"
"LebronL","LUQ  "
"LedouxJ","GCE"
"LeeB","AND"
"LeeJ","FCE"
"LeeS","BES"
"LeeZ","KBS"
"LeeH","BNZ"
"LeeL","INT"
"LeeR","GCE  "
"LeeM","PIE"
"LefortP","INT"
"LefskyM","AND"
"LegovicT","INT"
"LehmanC","CDR"
"LehmerE","SGS"
"LeiderC","FCE"
"LeileiR","LUQ"
"LeinbachI","CAP"
"LeinfelderB","NWK"
"LemayL","NWK"
"LenihanH","MCR"
"LennonJ","KBS"
"LenzJ","JRN"
"LenzB","MCR"
"LeoT","LNO"
"LeonardL","FCE"
"LeonardiN","LUQ"
"LeshkoC","KBS"
"LeslieD","MCM"
"LesterS","SBC"
"LetelierR","PAL"
"LettM","KNZ"
"LettkemanT","AND"
"LevenbachS","SBC"
"LevensailorK","SGS"
"LevequeC","INT"
"LevinL","INT"
"LevineU","KBS"
"LevineC","HBR"
"LevittE","NTL"
"LevnoA","AND"
"LewisC","LUQ"
"LewisK","HFR  "
"LewisA","MCM"
"LewisD","NTL"
"LeyR","NWT"
"LiB","SEV"
"LiF","INT"
"LiG","MCM"
"LiQ","CCE"
"LiS","GCE"
"LiF","GCE"
"LiX","CAP"
"LiJ","JRN"
"LiS","KBS"
"LiZ","KBS"
"LiB","KBS"
"LiangJ","BNZ"
"LicataC","NWT"
"LienkaemperC","AND"
"LillesandT","NTL"
"LillyP","BES  "
"LimJ","INT"
"LinY","INT"
"LinC","INT"
"LinT","INT"
"LinW","GCE"
"LinL","CWT"
"LindekugelA","CAP"
"LindenE","FCE"
"LindhB","AND"
"LindquistM","SGS"
"LindsayT","MCM"
"LingB","KNZ"
"LipscombM","NWK"
"LipsonD","NWT"
"LiptzinD","LUQ"
"ListM","KBS"
"ListP","AND"
"ListingW","GCE"
"ListonG","MCM"
"ListonS","FCE"
"ListonG","SGS"
"LisuzzoN","BNZ"
"LitchmanE","KBS"
"LitteralJ","CAP"
"LittlefieldS","AND"
"LitwinK","LUQ"
"LiuH","KNZ"
"LiuS","JRN"
"LiuK","FCE"
"LiuN","JRN"
"LiuX","JRN"
"LiuF","NWT"
"LiuW","LUQ"
"LiuS","BES"
"LloydK","HFR"
"LloydA","BNZ"
"LoboJ","CAP"
"LockwoodJ","FCE"
"LoeckeT","KBS"
"LoescherH","NWK"
"LoftusW","FCE"
"LoganJ","PIE"
"LoheideS","NTL"
"LohseK","CAP"
"LoiselleB","NWK"
"LokenL","NTL"
"LondonoM","FCE"
"LongS","FCE"
"LongS","CWT"
"Long           M","VCR"
"LongD","KBS"
"LongoW","NWK"
"LongtermT","LNO"
"LookingbillT","AND"
"LoomisT","BNZ"
"LoomisM","GCE"
"LopezR","FCE"
"LopezD","FCE"
"LopezS","LUQ"
"LopezC","CAP"
"Lopez-PortilloJ","INT"
"LordR","BNZ"
"LordM","CAP"
"LorenzJ","FCE"
"LosadaG","FCE"
"LoshbaughS","BNZ"
"LoslebenM","NWK"
"LottigN","NTL"
"LovdahlV","SBC"
"LovecraftA","BNZ"
"LoweP","SGS"
"LowitM","VCR"
"LowryT","AND"
"LowryC","KBS"
"LuanW","LNO"
"LucashM","HBR"
"LuckM","SEV"
"LuckenbachP","VCR"
"LueckeC","ARC"
"LuikartG","CAP"
"LuizaoF","INT"
"LumS","INT"
"LumpkinH","CWT"
"LundenJ","SBC"
"LundinL","INT"
"LuoY","PAL"
"LuomaD","AND"
"LupiF","KBS"
"LupoldS","KBS"
"LuriaC","PAL"
"LutzJ","AND"
"LuxH","HFR"
"LynchM","KBS"
"LynchR","FCE"
"LynchJ","CWT"
"LynchR","NWT"
"LynesA","GCE"
"LyonS","CDR"
"LyonsJ","GCE"
"LyonsW","MCM"
"MaS","KBS"
"MaY","INT"
"MaassM","INT"
"MacanderM","BNZ"
"MaccacheroV","FCE"
"MacDonaldJ","BNZ"
"MacDonaldL","MCM"
"MacDonaldD","HFR"
"MaceJ","VCR"
"MacekM","INT"
"MacFarlandJ","BNZ"
"MachabeeL","CAP"
"MacheelC","BNZ"
"MachmullerM","CWT"
"MacIntoshG","BNZ"
"MackessyS","SGS"
"MacLeanR","HFR"
"MacnealeK","HBR"
"MacPhersonA","NTL"
"MacyJ","LUQ"
"MaddenN","LUQ"
"MadduxT","LNO"
"MadisonC","HBR"
"MadomeM","KNZ"
"Madrigal OVARESO","INT"
"MadsonS","CWT"
"MageeM","NTL"
"MagillA","HFR"
"MagnusonJ","NTL"
"MahanR","CWT"
"MahaneyW","KBS"
"MaheiganM","MCR"
"MaherK","BNZ"
"MahkeeD","CAP"
"MahmoudiN","FCE"
"MaidmentD","NWK"
"MaieN","FCE"
"MajumdarA","CAP"
"MajuryC","INT"
"MakiC","PIE"
"MalejA","INT"
"MalfattiF","CCE"
"MallmanS","NWK"
"MaloneT","BNZ"
"ManceraE","FCE"
"MandoskeJ","SBC"
"MandyamK","KNZ"
"ManleyJ","GCE"
"MannD","BNZ"
"ManokaranN","INT"
"ManthorneD","NWT"
"MantoothJ","HFR"
"MaranonT","INT"
"MarchJ","LUQ"
"MarchantD","MCM"
"MarchenkoS","BNZ"
"MarcinekP","CWT"
"MardianB","SBC"
"MarellA","INT"
"MarguliesJ","BES"
"Marin-SpiottaE","NTL"
"MarinelliR","NWK"
"MarinoP","KBS"
"Mariotti G","VCR"
"MariottoI","JRN"
"MarkoS","NWT"
"MarksC","CDR"
"MarotteL","CDR"
"MarquezT","FCE"
"MarquieS","KBS"
"MarshA","VCR"
"MarshallC","SGS"
"MarshallC","AND"
"MarshallJ","AND"
"MarshallA","KBS"
"MartensS","SEV"
"MarthaP","CDR"
"MartinM","BES"
"MartinP","SGS"
"MartinE","KNZ"
"MartinezC","INT"
"MartinezA","LUQ"
"MartinezN","LUQ"
"MartinezB","CDR"
"MartinezL","NWK"
"Martinez-RamosM","INT"
"MartinoD","LUQ"
"MartinsR","INT"
"MartonJ","GCE"
"MartynT","SGS"
"MarusenkoY","CAP"
"MarussichW","CAP"
"MascaroJ","CDR"
"MascoS","BNZ  "
"MassA","MCM"
"MasseyD","FCE"
"MastM","NWT"
"MatherM","KNZ"
"MathiasenC","SEV"
"MatsuiT","SGS"
"MatsuuraY","BNZ"
"MatthewN","CWT"
"MatthewsM","FCE"
"MatthiesH","CAP"
"MattocksM","JRN"
"MauerB","KBS"
"MaunzS","BES"
"MaurerA","LUQ"
"MaxtedJ","NTL"
"MaxwellC","CWT"
"MayL","INT"
"MayerA","LUQ"
"MayfieldA","MCR"
"MaynardD","CWT"
"MayoM","FCE"
"MayoJ","AND"
"MayorJ","BNZ"
"McCainK","KNZ"
"McCallB","GCE"
"McCarronJ","KNZ"
"McCarthyL","FCE"
"McCartneyP","NWK"
"McCauleyS","PIE"
"McCauleyD","SBC"
"McClellanY","SEV"
"McClungM","SEV"
"McCollumR","CWT"
"McConnellN","BNZ"
"McConnellM","LNO"
"McCoyM","KBS"
"McCoyB","CWT"
"McCulleyR","SGS  "
"McCuneB","AND"
"McDadeB","CWT"
"McDonaldC","NTL"
"McDonaldM","HBR"
"McDonaldJ","CWT"
"McDonnellD","SEV"
"McDonnellJ","AND"
"McDonnellA","PAL"
"McDuffieV","LNO"
"McFaddenA","AND"
"McFaddenJ","CDR"
"McFarlinC","GCE"
"McGannJ","NWK"
"McGeeJ","NWK"
"McGloneC","JRN"
"McGoffN","VCR"
"McIntoshA","NWK"
"McIntoshJ","CAP"
"McIntyreN","CAP"
"McIntyreJ","SEV"
"McKaneR","KNZ"
"McKayP","GCE"
"McKeeA","NWK"
"McKennaK","MCM"
"McKeownC","KBS"
"McKinleyD","KNZ"
"McKnightR","BNZ"
"McKnightC","GCE"
"McLauchlanK","KNZ"
"McLeanK","CWT"
"McLeanB","CAP"
"McLenaghanN","GCE"
"McLoughlinS","VCR"
"McMahonS","SGS"
"McMahonK","NTL"
"McmanamayR","CWT"
"McMillanB","VCR  "
"McMullenR","NTL"
"McOwitiT","LNO"
"McPhee-ShawE","SBC"
"McSwineyC","KBS  "
"McTammanyM","CWT  "
"MeadK","BES"
"MeadR","FCE"
"MeansJ","AND"
"MedeirosJ","SEV"
"MedellinR","INT"
"MedvedM","MCM"
"MeehanK","GCE"
"MeehanT","KBS"
"MeerdinkS","SBC"
"MeierbachtolK","SGS"
"MeierdiercksK","BES"
"MeinkeT","NTL"
"MeinzerF","AND"
"MejiaG","BES"
"MelaasE","HFR"
"MelecisV","INT"
"MelleinJ","FCE"
"MelnickR","CAP"
"MeltonC","SBC"
"Melville-SmithK","SGS"
"MelvinA","BNZ"
"Melzer-DrinnenS","SGS"
"MemoryM","FCE"
"MenalledF","KBS  "
"MenezesR","INT"
"Mercado-SilvaN","NTL  "
"MercerJ","MCM"
"MerelesF","INT"
"MerinoJ","LUQ"
"MerollaS","MCR"
"MertesL","SBC"
"MerthK","JRN"
"MesserschmidtT","PIE"
